name,date,open,high,low,price,volume
PTG,2021-06-29,18.7,18.8,18.4,18.4,21926583
PTG,2021-06-30,18.6,18.6,18.3,18.5,6861871
PTG,2021-07-01,18.5,18.7,18.4,18.4,6726298
PTG,2021-07-02,18.4,18.5,18.0,18.0,22072321
PTG,2021-07-05,18.0,18.3,17.9,18.2,12302317
PTG,2021-07-06,18.3,18.5,18.0,18.1,10086094
PTG,2021-07-07,18.0,18.2,17.7,17.8,12108643
PTG,2021-07-08,17.6,17.6,17.1,17.2,22671700
PTG,2021-07-09,17.1,17.5,17.1,17.1,11961701
PTG,2021-07-12,17.2,17.3,16.9,17.2,12799546
PTG,2021-07-13,17.3,17.6,17.2,17.4,11400692
PTG,2021-07-14,17.4,17.4,17.2,17.3,7157918
PTG,2021-07-15,17.4,17.7,17.4,17.4,9322342
PTG,2021-07-16,17.4,18.0,17.3,17.8,20065218
PTG,2021-07-19,17.5,17.5,16.9,16.9,28566752
PTG,2021-07-20,16.8,16.9,16.2,16.7,36911528
PTG,2021-07-21,16.8,16.8,16.6,16.6,8648642
PTG,2021-07-22,16.8,16.9,16.6,16.7,8946903
PTG,2021-07-23,16.7,16.8,16.4,16.7,11813972
PTG,2021-07-27,16.6,16.7,16.1,16.1,16306244
PTG,2021-07-29,16.1,16.1,15.6,15.6,39439406
PTG,2021-07-30,15.8,15.9,15.5,15.7,11675016
PTG,2021-08-02,15.6,15.8,15.3,15.4,9647290
PTG,2021-08-03,15.4,16.1,15.4,16.0,18612714
PTG,2021-08-04,16.1,16.5,16.0,16.5,19607347
PTG,2021-08-05,16.3,16.5,16.1,16.1,12423862
PTG,2021-08-06,16.1,16.1,15.5,15.7,13595918
PTG,2021-08-09,15.7,16.0,15.7,15.9,8587463
PTG,2021-08-10,16.0,16.1,15.8,15.8,8723728
PTG,2021-08-11,15.9,16.0,15.5,15.6,14386668
PTG,2021-08-13,15.6,15.9,15.3,15.4,17781363
PTG,2021-08-16,15.5,16.3,15.3,16.3,30482218
PTG,2021-08-17,16.2,16.3,15.9,16.1,19157457
PTG,2021-08-18,16.2,17.0,16.2,16.9,39788269
PTG,2021-08-19,16.7,17.7,16.7,17.5,38258727
PTG,2021-08-20,17.4,17.5,17.2,17.3,15139822
PTG,2021-08-23,17.6,18.2,17.5,18.2,34546527
PTG,2021-08-24,18.3,18.6,18.1,18.2,18635557
PTG,2021-08-25,18.3,18.4,17.8,17.9,10867172
PTG,2021-08-26,18.0,18.1,17.8,18.0,15360296
PTG,2021-08-27,18.2,18.6,18.1,18.4,39966375
PTG,2021-08-30,18.5,18.7,18.4,18.5,23711129
PTG,2021-08-31,18.5,18.6,18.2,18.3,18930562
PTG,2021-09-01,18.2,18.3,17.9,18.2,14542634
PTG,2021-09-02,18.2,18.3,18.0,18.0,15465594
PTG,2021-09-03,18.1,18.1,17.8,17.9,14504504
PTG,2021-09-06,18.0,18.0,17.8,17.8,8789872
PTG,2021-09-07,17.8,17.9,17.3,17.3,24536102
PTG,2021-09-08,17.4,17.5,17.1,17.3,11802974
PTG,2021-09-09,17.4,17.7,17.3,17.7,22403262
PTG,2021-09-10,17.7,17.8,17.4,17.5,6652603
PTG,2021-09-13,17.5,18.2,17.5,18.2,26446345
PTG,2021-09-14,18.1,18.5,18.0,18.4,25309902
PTG,2021-09-15,18.3,18.4,18.2,18.3,3591813
PTG,2021-09-16,18.4,18.5,18.2,18.2,11252059
PTG,2021-09-17,18.1,18.2,17.7,17.9,14382313
PTG,2021-09-20,17.8,17.9,17.4,17.4,12140555
PTG,2021-09-21,17.4,17.6,17.2,17.4,21590667
PTG,2021-09-22,17.3,17.5,17.2,17.4,9972628
PTG,2021-09-23,17.3,17.4,17.2,17.2,13966937
PTG,2021-09-27,17.3,17.4,16.2,16.3,36820366
PTG,2021-09-28,16.3,16.5,16.0,16.1,30175483
PTG,2021-09-29,16.0,16.7,16.0,16.4,28125035
PTG,2021-09-30,16.5,16.5,16.0,16.2,15302370
PTG,2021-10-01,16.1,16.4,16.1,16.2,11136086
PTG,2021-10-04,16.4,16.6,15.8,16.0,60865539
PTG,2021-10-05,15.5,15.9,15.3,15.8,74784037
PTG,2021-10-06,15.8,16.0,15.7,15.8,27583823
PTG,2021-10-07,15.9,16.4,15.9,16.4,33232992
PTG,2021-10-08,16.4,16.5,16.1,16.2,22159285
PTG,2021-10-11,16.2,16.3,15.9,16.0,21931028
PTG,2021-10-12,16.1,16.1,15.7,15.9,29630602
PTG,2021-10-14,15.9,16.0,15.8,15.8,17839113
PTG,2021-10-15,15.8,16.3,15.8,15.9,26941817
PTG,2021-10-18,16.0,16.1,15.8,15.8,11017324
PTG,2021-10-19,15.8,16.0,15.6,15.7,20456023
PTG,2021-10-20,15.8,15.8,15.5,15.7,17458359
PTG,2021-10-21,15.6,15.7,15.4,15.5,29859081
PTG,2021-10-25,15.6,15.7,15.4,15.6,9500627
PTG,2021-10-26,15.6,15.8,15.5,15.5,15779819
PTG,2021-10-27,15.5,15.6,15.4,15.5,8432232
PTG,2021-10-28,15.6,15.8,15.4,15.7,18312250
PTG,2021-10-29,15.7,15.8,15.5,15.6,18138047
PTG,2021-11-01,15.7,15.7,14.7,14.9,59505315
PTG,2021-11-02,14.9,15.0,14.6,14.6,26350643
PTG,2021-11-03,14.7,14.8,14.3,14.4,15279675
PTG,2021-11-04,14.5,14.9,14.3,14.8,11373038
PTG,2021-11-05,14.8,14.9,14.5,14.6,8647159
PTG,2021-11-08,14.6,14.7,14.4,14.6,8445047
PTG,2021-11-09,14.5,14.7,14.5,14.7,7752397
PTG,2021-11-10,14.7,14.8,14.6,14.6,7400914
PTG,2021-11-11,14.6,15.0,14.6,14.8,20295853
PTG,2021-11-12,14.7,15.3,14.7,15.2,28782330
PTG,2021-11-15,15.2,15.5,15.2,15.4,22999939
PTG,2021-11-16,15.4,15.5,15.3,15.4,15829859
PTG,2021-11-17,15.5,15.5,15.3,15.3,7400373
PTG,2021-11-18,15.5,15.9,15.4,15.7,23183507
PTG,2021-11-19,15.7,15.9,15.5,15.5,14841764
PTG,2021-11-22,15.7,15.9,15.7,15.8,12716709
PTG,2021-11-23,15.8,15.9,15.5,15.6,11117484
PTG,2021-11-24,15.5,15.7,14.8,15.0,44629288
PTG,2021-11-25,14.8,14.9,14.7,14.8,31427426
PTG,2021-11-26,14.8,14.9,14.5,14.6,24254035
PTG,2021-11-29,14.7,14.8,14.4,14.4,19554156
PTG,2021-11-30,14.7,14.7,14.0,14.4,52041434
PTG,2021-12-01,14.4,14.8,14.2,14.6,18029133
PTG,2021-12-02,14.6,15.0,14.5,14.9,16404620
PTG,2021-12-03,15.0,15.3,14.9,15.1,17886770
PTG,2021-12-07,15.1,15.4,15.0,15.2,12720898
PTG,2021-12-08,15.2,15.4,15.2,15.3,7959324
PTG,2021-12-09,15.3,15.3,15.0,15.0,6249371
PTG,2021-12-13,15.0,15.2,14.9,15.2,7354641
PTG,2021-12-14,15.1,15.2,14.9,15.1,8513525
PTG,2021-12-15,15.1,15.2,15.0,15.0,5854802
PTG,2021-12-16,15.4,15.4,15.1,15.4,9461669
PTG,2021-12-17,15.3,15.4,15.2,15.2,5505503
PTG,2021-12-20,15.1,15.2,14.8,14.9,9193125
PTG,2021-12-21,15.0,15.1,14.9,15.0,3222853
PTG,2021-12-22,15.0,15.1,14.9,15.0,2479924
PTG,2021-12-23,15.0,15.2,14.9,15.0,6165382
PTG,2021-12-24,15.1,15.3,15.0,15.1,7716604
PTG,2021-12-27,15.1,15.3,15.0,15.0,7374542
PTG,2021-12-28,15.0,15.2,15.0,15.1,3725627
PTG,2021-12-29,15.1,15.2,15.0,15.1,7363605
PTG,2021-12-30,15.1,15.3,15.1,15.1,4435432
PTG,2022-01-04,15.2,15.4,14.9,15.2,21885995
PTG,2022-01-05,15.2,15.4,15.1,15.2,11902865
PTG,2022-01-06,15.1,15.2,14.9,14.9,14764905
PTG,2022-01-07,15.3,15.7,15.2,15.4,42247998
PTG,2022-01-10,15.5,15.6,15.3,15.5,14307799
PTG,2022-01-11,15.5,15.5,15.1,15.2,15016417
PTG,2022-01-12,15.3,15.4,15.1,15.1,10702461
PTG,2022-01-13,15.2,15.2,15.0,15.1,10883317
PTG,2022-01-14,15.1,15.1,15.0,15.1,7736872
PTG,2022-01-17,15.1,15.2,14.9,15.0,8357282
PTG,2022-01-18,15.0,15.1,14.6,14.8,31721171
PTG,2022-01-19,14.7,14.8,14.5,14.7,24753394
PTG,2022-01-20,14.8,14.8,14.6,14.7,7006109
PTG,2022-01-21,14.6,14.8,14.4,14.6,17751873
PTG,2022-01-24,14.6,14.8,14.5,14.5,15200221
PTG,2022-01-25,14.5,14.6,14.2,14.2,15730710
PTG,2022-01-26,14.3,14.4,14.1,14.2,10632957
PTG,2022-01-27,14.2,14.2,13.8,13.9,17611105
PTG,2022-01-28,14.0,14.2,14.0,14.0,6626840
PTG,2022-01-31,14.1,14.8,14.1,14.7,23454375
PTG,2022-02-01,14.6,14.7,14.4,14.6,5939884
PTG,2022-02-02,14.7,14.7,14.5,14.5,3674229
PTG,2022-02-03,14.6,14.9,14.5,14.6,9858929
PTG,2022-02-04,14.7,15.0,14.6,14.7,15502847
PTG,2022-02-07,14.8,14.9,14.7,14.8,9082246
PTG,2022-02-08,14.8,14.9,14.6,14.7,11326045
PTG,2022-02-09,14.8,14.9,14.7,14.7,8490339
PTG,2022-02-10,14.8,15.1,14.7,14.8,26117786
PTG,2022-02-11,14.8,15.0,14.6,14.7,14827352
PTG,2022-02-14,14.7,14.7,14.4,14.4,6820959
PTG,2022-02-15,14.5,14.8,14.4,14.7,6786822
PTG,2022-02-17,14.8,15.2,14.7,14.8,21184159
PTG,2022-02-18,14.8,14.8,14.7,14.8,6262470
PTG,2022-02-21,14.8,14.8,14.5,14.6,7270591
PTG,2022-02-22,14.5,14.6,14.3,14.5,6602605
PTG,2022-02-23,14.6,14.8,14.4,14.7,8747787
PTG,2022-02-24,14.6,14.7,14.1,14.3,16962832
PTG,2022-02-25,14.3,14.5,14.2,14.3,7850075
PTG,2022-02-28,14.2,14.5,14.1,14.4,8072938
PTG,2022-03-01,14.5,14.8,14.5,14.5,8108093
PTG,2022-03-02,14.5,14.6,14.4,14.4,5390219
PTG,2022-03-03,14.5,14.6,14.3,14.4,7696067
PTG,2022-03-04,14.4,14.4,14.2,14.3,4465579
PTG,2022-03-07,14.0,14.1,13.6,13.7,18894278
PTG,2022-03-08,13.7,13.8,12.9,13.3,17651288
PTG,2022-03-09,13.6,13.7,13.3,13.5,15278702
PTG,2022-03-10,13.5,13.7,13.3,13.5,8791551
PTG,2022-03-11,13.3,13.5,13.2,13.4,4476817
PTG,2022-03-14,13.4,13.9,13.4,13.7,10814126
PTG,2022-03-15,13.7,13.7,13.4,13.4,8980473
PTG,2022-03-16,13.4,13.6,13.3,13.5,10749304
PTG,2022-03-17,13.6,13.8,13.4,13.6,15717672
PTG,2022-03-18,13.5,13.8,13.4,13.6,9898547
PTG,2022-03-21,13.6,13.7,13.5,13.5,7917858
PTG,2022-03-22,13.5,13.8,13.5,13.6,9989057
PTG,2022-03-23,13.7,13.7,13.5,13.5,4656322
PTG,2022-03-24,13.5,13.6,13.3,13.4,13353773
PTG,2022-03-25,13.4,13.5,13.1,13.3,9876916
PTG,2022-03-28,13.3,13.4,13.1,13.3,6345521
PTG,2022-03-29,13.4,13.4,13.2,13.3,4639260
PTG,2022-03-30,13.5,13.7,13.4,13.5,18287900
PTG,2022-03-31,13.5,13.6,13.4,13.5,4418627
PTG,2022-04-01,13.4,13.5,13.3,13.4,6977590
PTG,2022-04-04,13.5,13.6,13.4,13.6,5003696
PTG,2022-04-05,13.6,13.6,13.4,13.4,7462227
PTG,2022-04-07,13.4,13.4,13.2,13.3,5170679
PTG,2022-04-08,13.3,13.4,13.2,13.3,8012083
PTG,2022-04-11,13.3,13.4,13.2,13.2,2684148
PTG,2022-04-12,13.2,13.6,13.2,13.4,10171134
PTG,2022-04-18,13.4,13.5,13.2,13.2,8324611
PTG,2022-04-19,13.3,13.4,13.1,13.2,10226871
PTG,2022-04-20,13.3,13.4,13.1,13.2,7544010
PTG,2022-04-21,13.2,13.4,13.2,13.3,3978492
PTG,2022-04-22,13.4,13.4,13.2,13.3,3616440
PTG,2022-04-25,13.3,14.2,13.2,14.0,39735222
PTG,2022-04-26,14.1,14.3,13.8,13.8,21444697
PTG,2022-04-27,13.6,14.0,13.6,13.7,18206656
PTG,2022-04-28,13.9,14.7,13.9,14.5,54754931
PTG,2022-04-29,14.6,14.7,14.3,14.3,16635190
PTG,2022-05-03,14.4,14.5,14.1,14.2,11983198
PTG,2022-05-05,14.4,14.7,14.3,14.3,18738506
PTG,2022-05-06,14.0,14.3,13.8,14.2,13391337
PTG,2022-05-09,14.0,14.2,13.7,13.8,12469599
PTG,2022-05-10,13.8,14.1,13.7,14.1,11098559
PTG,2022-05-11,14.1,14.4,13.9,14.1,17446584
PTG,2022-05-12,14.1,14.1,13.6,13.9,18919784
PTG,2022-05-13,14.0,14.1,13.9,14.0,4646134
PTG,2022-05-17,14.3,14.7,14.2,14.7,35187544
PTG,2022-05-18,14.7,15.0,14.4,15.0,33540885
PTG,2022-05-19,14.7,15.0,14.7,15.0,22061208
PTG,2022-05-20,15.1,15.2,14.8,15.0,23380936
PTG,2022-05-23,15.0,15.1,14.8,15.0,9939567
PTG,2022-05-24,15.1,15.1,14.7,14.8,6873807
PTG,2022-05-25,14.8,14.9,14.3,14.7,31833862
PTG,2022-05-26,14.8,15.0,14.8,14.9,11855622
PTG,2022-05-27,15.0,15.0,14.5,14.7,13910955
PTG,2022-05-30,14.8,14.8,14.5,14.6,23800217
PTG,2022-05-31,14.6,14.7,14.5,14.6,8348211
PTG,2022-06-01,14.6,14.7,14.4,14.4,8710604
PTG,2022-06-02,14.5,14.6,14.4,14.6,6597205
PTG,2022-06-06,14.6,14.7,14.4,14.6,6930269
PTG,2022-06-07,14.6,14.7,14.4,14.4,5753122
PTG,2022-06-08,14.6,14.6,14.4,14.4,6945472
PTG,2022-06-09,14.4,14.5,14.3,14.5,6320628
PTG,2022-06-10,14.4,14.6,14.3,14.4,6037687
PTG,2022-06-13,13.9,14.0,13.6,13.7,18130781
PTG,2022-06-14,13.6,14.2,13.6,14.1,31917695
PTG,2022-06-15,14.2,14.2,13.8,14.0,7031756
PTG,2022-06-16,14.1,14.3,13.5,13.6,16092306
PTG,2022-06-17,13.2,13.6,13.2,13.6,22570943
PTG,2022-06-20,13.6,14.0,13.2,13.8,9501362
PTG,2022-06-21,13.8,14.1,13.6,13.8,10502807
PTG,2022-06-22,13.7,14.0,13.6,13.7,8790057
PTG,2022-06-23,13.8,14.0,13.7,13.8,7772816
PTG,2022-06-24,13.8,14.0,13.5,13.7,10183336
PTG,2022-06-27,13.8,13.9,13.6,13.8,5003019
PTG,2022-06-28,13.7,13.9,13.7,13.8,3165683
PTG,2022-06-29,13.7,13.8,13.7,13.7,2832745
PTG,2022-06-30,13.7,13.8,13.4,13.5,8223207
PTG,2022-07-01,13.5,13.7,13.3,13.6,7970428
PTG,2022-07-04,13.5,13.8,13.5,13.6,5021973
PTG,2022-07-05,13.6,13.7,13.2,13.3,7565270
PTG,2022-07-06,13.3,13.4,13.0,13.2,10663327
PTG,2022-07-07,13.3,13.7,13.2,13.7,10359559
PTG,2022-07-08,13.8,14.0,13.6,13.8,14927360
PTG,2022-07-11,13.7,14.5,13.7,14.2,36770502
PTG,2022-07-12,14.2,14.3,14.1,14.2,10219072
PTG,2022-07-14,14.4,14.5,14.2,14.2,14343574
PTG,2022-07-15,14.3,14.4,13.9,14.0,17582847
PTG,2022-07-18,14.0,14.0,13.8,13.9,4251855
PTG,2022-07-19,13.8,13.9,13.6,13.7,7251245
PTG,2022-07-20,13.9,14.2,13.7,14.0,10421710
PTG,2022-07-21,14.0,14.2,14.0,14.1,10392157
PTG,2022-07-22,14.2,14.4,14.1,14.3,9986461
PTG,2022-07-25,14.3,14.7,14.1,14.5,18529131
PTG,2022-07-26,14.4,14.5,14.2,14.3,13894939
PTG,2022-07-27,14.2,14.5,14.2,14.3,9572869
PTG,2022-08-01,14.5,14.9,14.5,14.9,25051384
PTG,2022-08-02,15.0,15.2,14.8,15.1,29542547
PTG,2022-08-03,15.0,15.1,14.8,15.0,12032302
PTG,2022-08-04,15.4,15.4,15.1,15.3,23828410
PTG,2022-08-05,15.4,15.6,15.2,15.4,21600603
PTG,2022-08-08,15.4,15.5,15.2,15.4,9815592
PTG,2022-08-09,15.4,15.5,15.3,15.4,6797178
PTG,2022-08-10,15.3,15.6,15.3,15.5,14243652
PTG,2022-08-11,15.6,15.6,15.2,15.2,31308960
PTG,2022-08-15,15.5,15.9,15.4,15.7,50739596
PTG,2022-08-16,15.8,15.8,15.3,15.4,30732793
PTG,2022-08-17,15.5,15.7,15.2,15.3,36747172
PTG,2022-08-18,15.3,15.5,15.2,15.3,17490760
PTG,2022-08-19,15.4,15.5,15.2,15.4,14961085
PTG,2022-08-22,15.3,15.4,14.9,14.9,23366029
PTG,2022-08-23,14.9,15.2,14.8,15.0,17099220
PTG,2022-08-24,15.0,15.2,15.0,15.0,11995571
PTG,2022-08-25,15.1,15.3,15.0,15.2,10919731
PTG,2022-08-26,15.3,15.6,15.2,15.3,20132533
PTG,2022-08-29,15.0,15.2,14.7,14.9,15497407
PTG,2022-08-30,15.1,15.2,15.0,15.1,10243898
PTG,2022-08-31,15.1,15.5,15.1,15.3,17274528
PTG,2022-09-01,15.4,15.4,15.0,15.1,11781218
PTG,2022-09-02,15.1,15.2,14.9,15.1,7803526
PTG,2022-09-05,15.1,15.2,14.8,14.9,12604877
PTG,2022-09-06,14.9,15.0,14.8,14.9,6619635
PTG,2022-09-07,14.8,14.9,14.7,14.8,11599430
PTG,2022-09-08,15.0,15.5,14.9,15.5,36608652
PTG,2022-09-09,15.6,15.6,15.3,15.3,19780185
PTG,2022-09-12,15.4,15.4,15.1,15.2,8992691
PTG,2022-09-13,15.3,15.6,15.2,15.5,17839013
PTG,2022-09-14,15.2,15.6,15.2,15.6,12570059
PTG,2022-09-15,15.6,15.7,15.4,15.5,15080074
PTG,2022-09-16,15.5,15.5,15.3,15.3,9537055
PTG,2022-09-19,15.4,15.9,15.4,15.9,24978718
PTG,2022-09-20,16.1,16.4,15.7,16.0,50194846
PTG,2022-09-21,16.1,16.3,15.8,16.0,27901190
PTG,2022-09-22,16.0,16.3,15.9,16.2,14561431
PTG,2022-09-23,16.3,16.3,15.8,16.1,20744720
PTG,2022-09-26,16.0,16.0,15.8,15.9,11231191
PTG,2022-09-27,15.9,16.1,15.6,15.6,21741233
PTG,2022-09-28,15.6,15.9,15.4,15.8,17789898
PTG,2022-09-29,16.0,16.0,15.6,15.6,10871400
PTG,2022-09-30,15.6,16.1,15.6,16.0,15450334
PTG,2022-10-03,16.0,16.0,15.5,15.5,8493456
PTG,2022-10-04,15.8,16.0,15.7,15.9,9555891
PTG,2022-10-05,16.0,16.0,15.8,16.0,8724819
PTG,2022-10-06,15.9,16.0,15.7,15.8,12332014
PTG,2022-10-07,15.8,15.9,15.6,15.7,4850988
PTG,2022-10-10,15.5,15.6,15.1,15.1,15848533
PTG,2022-10-11,15.1,15.1,14.7,14.8,10658521
PTG,2022-10-12,14.7,14.8,14.1,14.3,32389958
PTG,2022-10-17,14.2,14.5,14.0,14.4,16922172
PTG,2022-10-18,14.5,14.5,14.2,14.3,11843849
PTG,2022-10-19,14.3,14.4,13.9,13.9,14121468
PTG,2022-10-20,13.9,13.9,13.6,13.8,22760900
PTG,2022-10-21,13.8,13.8,13.6,13.7,10624472
PTG,2022-10-25,13.8,14.0,13.7,13.8,11892733
PTG,2022-10-26,13.8,14.1,13.8,13.9,11989694
PTG,2022-10-27,13.9,13.9,13.5,13.6,14939784
PTG,2022-10-28,13.6,13.7,13.5,13.6,7162735
PTG,2022-10-31,13.7,14.0,13.6,13.9,11942207
PTG,2022-11-01,13.9,14.3,13.8,14.2,16480092
PTG,2022-11-02,14.2,14.2,14.0,14.0,5686685
PTG,2022-11-03,14.0,14.1,13.9,14.1,5252111
PTG,2022-11-04,14.0,14.3,14.0,14.2,4189415
